"","Year","Tag","Ring_width(mm)"
"113",1418,"MLU02B",NA
"114",1418,"MLU03A",NA
"115",1418,"MLU03B",NA
"116",1418,"MLU04A",NA
"117",1418,"MLU04B",NA
"118",1418,"MLU05A",NA
"119",1418,"MLU05B",NA
"120",1418,"MLU06A",NA
"121",1418,"MLU06B",NA
"122",1418,"MLU06Bb",NA
"123",1418,"MLU07A",NA
"124",1418,"MLU07B",NA
"125",1418,"MLU08A",NA
"126",1418,"MLU09A",NA
"127",1418,"MLU09B",NA
"128",1418,"MLU10A",NA
"129",1418,"MLU10B",NA
"130",1418,"VMU01A",NA
"131",1418,"VMU01B",NA
"132",1418,"VMU02A",NA
"133",1418,"VMU02B",NA
"134",1418,"VMU03A",NA
"135",1418,"VMU03B",NA
"136",1418,"VMU04A",NA
"137",1418,"VMU04B",NA
"138",1418,"VMU05B",NA
"139",1418,"VMU06A",NA
"140",1418,"VMU06B",NA
"141",1418,"VMU07A",NA
"142",1418,"VMU07B",NA
"143",1418,"VMU08A",NA
"144",1418,"VMU08B",NA
"145",1418,"VMU09A",NA
"146",1418,"VMU09B",NA
"147",1418,"VMU10A",NA
"148",1418,"VMU10B",NA
"149",1419,"HSU01A",NA
"150",1419,"HSU01B",NA
"151",1419,"HSU02A",NA
"152",1419,"HSU02B",NA
"153",1419,"HSU03A",NA
"154",1419,"HSU04A",NA
"155",1419,"HSU04B",NA
"156",1419,"HSU05A",NA
"157",1419,"HSU05B",NA
"158",1419,"HSU06A",NA
"159",1419,"HSU06B",NA
"160",1419,"HSU07A",NA
"161",1419,"HSU07B",NA
"162",1419,"HSU08A",NA
"163",1419,"HSU08B",NA
"164",1419,"LCU01A",0.533
"165",1419,"LCU01B",NA
"166",1419,"LCU02A",NA
"167",1419,"LCU02B",NA
"168",1419,"LCU03A",NA
"169",1419,"LCU03B",NA
"170",1419,"LCU04A",NA
"171",1419,"LCU04B",NA
"172",1419,"LCU05A",NA
"173",1419,"LCU05B",NA
"174",1419,"LCU06A",NA
"175",1419,"LCU06B",NA
"176",1419,"LCU07A",NA
"177",1419,"LCU07B",NA
"178",1419,"LCU08A",NA
"179",1419,"LCU08B",NA
"180",1419,"LCU09A",NA
"181",1419,"LCU09B",NA
"182",1419,"LCU10A",NA
"183",1419,"LCU10B",NA
"184",1419,"MLU01A",NA
"185",1419,"MLU01B",NA
"186",1419,"MLU02A",NA
"187",1419,"MLU02B",NA
"188",1419,"MLU03A",NA
"189",1419,"MLU03B",NA
"190",1419,"MLU04A",NA
"191",1419,"MLU04B",NA
"192",1419,"MLU05A",NA
"193",1419,"MLU05B",NA
"194",1419,"MLU06A",NA
"195",1419,"MLU06B",NA
"196",1419,"MLU06Bb",NA
"197",1419,"MLU07A",NA
"198",1419,"MLU07B",NA
"199",1419,"MLU08A",NA
"200",1419,"MLU09A",NA
"201",1419,"MLU09B",NA
"202",1419,"MLU10A",NA
"203",1419,"MLU10B",NA
"204",1419,"VMU01A",NA
"205",1419,"VMU01B",NA
"206",1419,"VMU02A",NA
"207",1419,"VMU02B",NA
"208",1419,"VMU03A",NA
"209",1419,"VMU03B",NA
"210",1419,"VMU04A",NA
"211",1419,"VMU04B",NA
"212",1419,"VMU05B",NA
"213",1419,"VMU06A",NA
"214",1419,"VMU06B",NA
"215",1419,"VMU07A",NA
"216",1419,"VMU07B",NA
"217",1419,"VMU08A",NA
"218",1419,"VMU08B",NA
"219",1419,"VMU09A",NA
"220",1419,"VMU09B",NA
"221",1419,"VMU10A",NA
"222",1419,"VMU10B",NA
"223",1420,"HSU01A",NA
"224",1420,"HSU01B",NA
"225",1420,"HSU02A",NA
"226",1420,"HSU02B",NA
"227",1420,"HSU03A",NA
"228",1420,"HSU04A",NA
"229",1420,"HSU04B",NA
"230",1420,"HSU05A",NA
"231",1420,"HSU05B",NA
"232",1420,"HSU06A",NA
"233",1420,"HSU06B",NA
"234",1420,"HSU07A",NA
"235",1420,"HSU07B",NA
"236",1420,"HSU08A",NA
"237",1420,"HSU08B",NA
"238",1420,"LCU01A",1.145
"239",1420,"LCU01B",NA
"240",1420,"LCU02A",NA
"241",1420,"LCU02B",NA
"242",1420,"LCU03A",NA
"243",1420,"LCU03B",NA
"244",1420,"LCU04A",NA
"245",1420,"LCU04B",NA
"246",1420,"LCU05A",NA
"247",1420,"LCU05B",NA
"248",1420,"LCU06A",NA
"249",1420,"LCU06B",NA
"250",1420,"LCU07A",NA
"251",1420,"LCU07B",NA
"252",1420,"LCU08A",NA
"253",1420,"LCU08B",NA
"254",1420,"LCU09A",NA
"255",1420,"LCU09B",NA
"256",1420,"LCU10A",NA
"257",1420,"LCU10B",NA
"258",1420,"MLU01A",NA
"259",1420,"MLU01B",NA
"260",1420,"MLU02A",NA
"261",1420,"MLU02B",NA
"262",1420,"MLU03A",NA
"263",1420,"MLU03B",NA
"264",1420,"MLU04A",NA
"265",1420,"MLU04B",NA
"266",1420,"MLU05A",NA
"267",1420,"MLU05B",NA
"268",1420,"MLU06A",NA
"269",1420,"MLU06B",NA
"270",1420,"MLU06Bb",NA
"271",1420,"MLU07A",NA
"272",1420,"MLU07B",NA
"273",1420,"MLU08A",NA
"274",1420,"MLU09A",NA
"275",1420,"MLU09B",NA
"276",1420,"MLU10A",NA
"277",1420,"MLU10B",NA
"278",1420,"VMU01A",NA
"279",1420,"VMU01B",NA
"280",1420,"VMU02A",NA
"281",1420,"VMU02B",NA
"282",1420,"VMU03A",NA
"283",1420,"VMU03B",NA
"284",1420,"VMU04A",NA
"285",1420,"VMU04B",NA
"286",1420,"VMU05B",NA
"287",1420,"VMU06A",NA
"288",1420,"VMU06B",NA
"289",1420,"VMU07A",NA
"290",1420,"VMU07B",NA
"291",1420,"VMU08A",NA
"292",1420,"VMU08B",NA
"293",1420,"VMU09A",NA
"294",1420,"VMU09B",NA
"295",1420,"VMU10A",NA
"296",1420,"VMU10B",NA
"297",1421,"HSU01A",NA
"298",1421,"HSU01B",NA
"299",1421,"HSU02A",NA
"300",1421,"HSU02B",NA
"301",1421,"HSU03A",NA
"302",1421,"HSU04A",NA
"303",1421,"HSU04B",NA
"304",1421,"HSU05A",NA
"305",1421,"HSU05B",NA
"306",1421,"HSU06A",NA
"307",1421,"HSU06B",NA
"308",1421,"HSU07A",NA
"309",1421,"HSU07B",NA
"310",1421,"HSU08A",NA
"311",1421,"HSU08B",NA
"312",1421,"LCU01A",0.825
"313",1421,"LCU01B",NA
"314",1421,"LCU02A",NA
"315",1421,"LCU02B",NA
"316",1421,"LCU03A",NA
"317",1421,"LCU03B",NA
"318",1421,"LCU04A",NA
"319",1421,"LCU04B",NA
"320",1421,"LCU05A",NA
"321",1421,"LCU05B",NA
"322",1421,"LCU06A",NA
"323",1421,"LCU06B",NA
"324",1421,"LCU07A",NA
"325",1421,"LCU07B",NA
"326",1421,"LCU08A",NA
"327",1421,"LCU08B",NA
"328",1421,"LCU09A",NA
"329",1421,"LCU09B",NA
"330",1421,"LCU10A",NA
"331",1421,"LCU10B",NA
"332",1421,"MLU01A",NA
"333",1421,"MLU01B",NA
"334",1421,"MLU02A",NA
"335",1421,"MLU02B",NA
"336",1421,"MLU03A",NA
"337",1421,"MLU03B",NA
"338",1421,"MLU04A",NA
"339",1421,"MLU04B",NA
"340",1421,"MLU05A",NA
"341",1421,"MLU05B",NA
"342",1421,"MLU06A",NA
"343",1421,"MLU06B",NA
"344",1421,"MLU06Bb",NA
"345",1421,"MLU07A",NA
"346",1421,"MLU07B",NA
"347",1421,"MLU08A",NA
"348",1421,"MLU09A",NA
"349",1421,"MLU09B",NA
"350",1421,"MLU10A",NA
"351",1421,"MLU10B",NA
"352",1421,"VMU01A",NA
"353",1421,"VMU01B",NA
"354",1421,"VMU02A",NA
"355",1421,"VMU02B",NA
"356",1421,"VMU03A",NA
"357",1421,"VMU03B",NA
"358",1421,"VMU04A",NA
"359",1421,"VMU04B",NA
"360",1421,"VMU05B",NA
"361",1421,"VMU06A",NA
"362",1421,"VMU06B",NA
"363",1421,"VMU07A",NA
"364",1421,"VMU07B",NA
"365",1421,"VMU08A",NA
"366",1421,"VMU08B",NA
"367",1421,"VMU09A",NA
"368",1421,"VMU09B",NA
"369",1421,"VMU10A",NA
"370",1421,"VMU10B",NA
"371",1422,"HSU01A",NA
"372",1422,"HSU01B",NA
"373",1422,"HSU02A",NA
"374",1422,"HSU02B",NA
"375",1422,"HSU03A",NA
"376",1422,"HSU04A",NA
"377",1422,"HSU04B",NA
"378",1422,"HSU05A",NA
"379",1422,"HSU05B",NA
"380",1422,"HSU06A",NA
"381",1422,"HSU06B",NA
"382",1422,"HSU07A",NA
"383",1422,"HSU07B",NA
"384",1422,"HSU08A",NA
"385",1422,"HSU08B",NA
"386",1422,"LCU01A",0.72
"387",1422,"LCU01B",NA
"388",1422,"LCU02A",NA
"389",1422,"LCU02B",NA
"390",1422,"LCU03A",NA
"391",1422,"LCU03B",NA
"392",1422,"LCU04A",NA
"393",1422,"LCU04B",NA
"394",1422,"LCU05A",NA
"395",1422,"LCU05B",NA
"396",1422,"LCU06A",NA
"397",1422,"LCU06B",NA
"398",1422,"LCU07A",NA
"399",1422,"LCU07B",NA
"400",1422,"LCU08A",NA
"401",1422,"LCU08B",NA
"402",1422,"LCU09A",NA
"403",1422,"LCU09B",NA
"404",1422,"LCU10A",NA
"405",1422,"LCU10B",NA
"406",1422,"MLU01A",NA
"407",1422,"MLU01B",NA
"408",1422,"MLU02A",NA
"409",1422,"MLU02B",NA
"410",1422,"MLU03A",NA
"411",1422,"MLU03B",NA
"412",1422,"MLU04A",NA
"413",1422,"MLU04B",NA
"414",1422,"MLU05A",NA
"415",1422,"MLU05B",NA
"416",1422,"MLU06A",NA
"417",1422,"MLU06B",NA
"418",1422,"MLU06Bb",NA
"419",1422,"MLU07A",NA
"420",1422,"MLU07B",NA
"421",1422,"MLU08A",NA
"422",1422,"MLU09A",NA
"423",1422,"MLU09B",NA
"424",1422,"MLU10A",NA
"425",1422,"MLU10B",NA
"426",1422,"VMU01A",NA
"427",1422,"VMU01B",NA
"428",1422,"VMU02A",NA
"429",1422,"VMU02B",NA
"430",1422,"VMU03A",NA
"431",1422,"VMU03B",NA
"432",1422,"VMU04A",NA
"433",1422,"VMU04B",NA
"434",1422,"VMU05B",NA
"435",1422,"VMU06A",NA
"436",1422,"VMU06B",NA
"437",1422,"VMU07A",NA
"438",1422,"VMU07B",NA
"439",1422,"VMU08A",NA
"440",1422,"VMU08B",NA
"441",1422,"VMU09A",NA
"442",1422,"VMU09B",NA
"443",1422,"VMU10A",NA
"444",1422,"VMU10B",NA
"445",1423,"HSU01A",NA
"446",1423,"HSU01B",NA
"447",1423,"HSU02A",NA
"448",1423,"HSU02B",NA
"449",1423,"HSU03A",NA
"450",1423,"HSU04A",NA
"451",1423,"HSU04B",NA
"452",1423,"HSU05A",NA
"453",1423,"HSU05B",NA
"454",1423,"HSU06A",NA
"455",1423,"HSU06B",NA
"456",1423,"HSU07A",NA
"457",1423,"HSU07B",NA
"458",1423,"HSU08A",NA
"459",1423,"HSU08B",NA
"460",1423,"LCU01A",0.478
"461",1423,"LCU01B",NA
"462",1423,"LCU02A",NA
"463",1423,"LCU02B",NA
"464",1423,"LCU03A",NA
"465",1423,"LCU03B",NA
"466",1423,"LCU04A",NA
"467",1423,"LCU04B",NA
"468",1423,"LCU05A",NA
"469",1423,"LCU05B",NA
"470",1423,"LCU06A",NA
"471",1423,"LCU06B",NA
"472",1423,"LCU07A",NA
"473",1423,"LCU07B",NA
"474",1423,"LCU08A",NA
"475",1423,"LCU08B",NA
"476",1423,"LCU09A",NA
"477",1423,"LCU09B",NA
"478",1423,"LCU10A",NA
"479",1423,"LCU10B",NA
"480",1423,"MLU01A",NA
"481",1423,"MLU01B",NA
"482",1423,"MLU02A",NA
"483",1423,"MLU02B",NA
"484",1423,"MLU03A",NA
"485",1423,"MLU03B",NA
"486",1423,"MLU04A",NA
"487",1423,"MLU04B",NA
"488",1423,"MLU05A",NA
"489",1423,"MLU05B",NA
"490",1423,"MLU06A",NA
"491",1423,"MLU06B",NA
"492",1423,"MLU06Bb",NA
"493",1423,"MLU07A",NA
"494",1423,"MLU07B",NA
"495",1423,"MLU08A",NA
"496",1423,"MLU09A",NA
"497",1423,"MLU09B",NA
"498",1423,"MLU10A",NA
"499",1423,"MLU10B",NA
"500",1423,"VMU01A",NA
"501",1423,"VMU01B",NA
"502",1423,"VMU02A",NA
"503",1423,"VMU02B",NA
"504",1423,"VMU03A",NA
"505",1423,"VMU03B",NA
"506",1423,"VMU04A",NA
"507",1423,"VMU04B",NA
"508",1423,"VMU05B",NA
"509",1423,"VMU06A",NA
"510",1423,"VMU06B",NA
"511",1423,"VMU07A",NA
"512",1423,"VMU07B",NA
"513",1423,"VMU08A",NA
"514",1423,"VMU08B",NA
"515",1423,"VMU09A",NA
"516",1423,"VMU09B",NA
"517",1423,"VMU10A",NA
"518",1423,"VMU10B",NA
"519",1424,"HSU01A",NA
"520",1424,"HSU01B",NA
"521",1424,"HSU02A",NA
"522",1424,"HSU02B",NA
"523",1424,"HSU03A",NA
"524",1424,"HSU04A",NA
"525",1424,"HSU04B",NA
"526",1424,"HSU05A",NA
"527",1424,"HSU05B",NA
"528",1424,"HSU06A",NA
"529",1424,"HSU06B",NA
"530",1424,"HSU07A",NA
"531",1424,"HSU07B",NA
"532",1424,"HSU08A",NA
"533",1424,"HSU08B",NA
"534",1424,"LCU01A",0.573
"535",1424,"LCU01B",NA
"536",1424,"LCU02A",NA
"537",1424,"LCU02B",NA
"538",1424,"LCU03A",NA
"539",1424,"LCU03B",NA
"540",1424,"LCU04A",NA
"541",1424,"LCU04B",NA
"542",1424,"LCU05A",NA
"543",1424,"LCU05B",NA
"544",1424,"LCU06A",NA
"545",1424,"LCU06B",NA
"546",1424,"LCU07A",NA
"547",1424,"LCU07B",NA
"548",1424,"LCU08A",NA
"549",1424,"LCU08B",NA
"550",1424,"LCU09A",NA
"551",1424,"LCU09B",NA
"552",1424,"LCU10A",NA
"553",1424,"LCU10B",NA
"554",1424,"MLU01A",NA
"555",1424,"MLU01B",NA
"556",1424,"MLU02A",NA
"557",1424,"MLU02B",NA
"558",1424,"MLU03A",NA
"559",1424,"MLU03B",NA
"560",1424,"MLU04A",NA
"561",1424,"MLU04B",NA
"562",1424,"MLU05A",NA
"563",1424,"MLU05B",NA
"564",1424,"MLU06A",NA
"565",1424,"MLU06B",NA
"566",1424,"MLU06Bb",NA
"567",1424,"MLU07A",NA
"568",1424,"MLU07B",NA
"569",1424,"MLU08A",NA
"570",1424,"MLU09A",NA
"571",1424,"MLU09B",NA
"572",1424,"MLU10A",NA
"573",1424,"MLU10B",NA
"574",1424,"VMU01A",NA
"575",1424,"VMU01B",NA
"576",1424,"VMU02A",NA
"577",1424,"VMU02B",NA
"578",1424,"VMU03A",NA
"579",1424,"VMU03B",NA
"580",1424,"VMU04A",NA
"581",1424,"VMU04B",NA
"582",1424,"VMU05B",NA
"583",1424,"VMU06A",NA
"584",1424,"VMU06B",NA
"585",1424,"VMU07A",NA
"586",1424,"VMU07B",NA
"587",1424,"VMU08A",NA
"588",1424,"VMU08B",NA
"589",1424,"VMU09A",NA
"590",1424,"VMU09B",NA
"591",1424,"VMU10A",NA
"592",1424,"VMU10B",NA
"593",1425,"HSU01A",NA
"594",1425,"HSU01B",NA
"595",1425,"HSU02A",NA
"596",1425,"HSU02B",NA
"597",1425,"HSU03A",NA
"598",1425,"HSU04A",NA
"599",1425,"HSU04B",NA
"600",1425,"HSU05A",NA
"601",1425,"HSU05B",NA
"602",1425,"HSU06A",NA
"603",1425,"HSU06B",NA
"604",1425,"HSU07A",NA
"605",1425,"HSU07B",NA
"606",1425,"HSU08A",NA
"607",1425,"HSU08B",NA
"608",1425,"LCU01A",0.484
"609",1425,"LCU01B",NA
"610",1425,"LCU02A",NA
"611",1425,"LCU02B",NA
"612",1425,"LCU03A",NA
"613",1425,"LCU03B",NA
"614",1425,"LCU04A",NA
"615",1425,"LCU04B",NA
"616",1425,"LCU05A",NA
"617",1425,"LCU05B",NA
"618",1425,"LCU06A",NA
"619",1425,"LCU06B",NA
"620",1425,"LCU07A",NA
"621",1425,"LCU07B",NA
"622",1425,"LCU08A",NA
"623",1425,"LCU08B",NA
"624",1425,"LCU09A",NA
"625",1425,"LCU09B",NA
"626",1425,"LCU10A",NA
"627",1425,"LCU10B",NA
"628",1425,"MLU01A",NA
"629",1425,"MLU01B",NA
"630",1425,"MLU02A",NA
"631",1425,"MLU02B",NA
"632",1425,"MLU03A",NA
"633",1425,"MLU03B",NA
"634",1425,"MLU04A",NA
"635",1425,"MLU04B",NA
"636",1425,"MLU05A",NA
"637",1425,"MLU05B",NA
"638",1425,"MLU06A",NA
"639",1425,"MLU06B",NA
"640",1425,"MLU06Bb",NA
"641",1425,"MLU07A",NA
"642",1425,"MLU07B",NA
"643",1425,"MLU08A",NA
"644",1425,"MLU09A",NA
"645",1425,"MLU09B",NA
"646",1425,"MLU10A",NA
"647",1425,"MLU10B",NA
"648",1425,"VMU01A",NA
"649",1425,"VMU01B",NA
"650",1425,"VMU02A",NA
"651",1425,"VMU02B",NA
"652",1425,"VMU03A",NA
"653",1425,"VMU03B",NA
"654",1425,"VMU04A",NA
"655",1425,"VMU04B",NA
"656",1425,"VMU05B",NA
"657",1425,"VMU06A",NA
"658",1425,"VMU06B",NA
"659",1425,"VMU07A",NA
"660",1425,"VMU07B",NA
"661",1425,"VMU08A",NA
"662",1425,"VMU08B",NA
"663",1425,"VMU09A",NA
"664",1425,"VMU09B",NA
"665",1425,"VMU10A",NA
"666",1425,"VMU10B",NA
"667",1426,"HSU01A",NA
"668",1426,"HSU01B",NA
"669",1426,"HSU02A",NA
"670",1426,"HSU02B",NA
"671",1426,"HSU03A",NA
"672",1426,"HSU04A",NA
"673",1426,"HSU04B",NA
"674",1426,"HSU05A",NA
"675",1426,"HSU05B",NA
"676",1426,"HSU06A",NA
"677",1426,"HSU06B",NA
"678",1426,"HSU07A",NA
"679",1426,"HSU07B",NA
"680",1426,"HSU08A",NA
"681",1426,"HSU08B",NA
"682",1426,"LCU01A",0.519
"683",1426,"LCU01B",NA
"684",1426,"LCU02A",NA
"685",1426,"LCU02B",NA
"686",1426,"LCU03A",NA
"687",1426,"LCU03B",NA
"688",1426,"LCU04A",NA
"689",1426,"LCU04B",NA
"690",1426,"LCU05A",NA
"691",1426,"LCU05B",NA
"692",1426,"LCU06A",NA
"693",1426,"LCU06B",NA
"694",1426,"LCU07A",NA
"695",1426,"LCU07B",NA
"696",1426,"LCU08A",NA
"697",1426,"LCU08B",NA
"698",1426,"LCU09A",NA
"699",1426,"LCU09B",NA
"700",1426,"LCU10A",NA
"701",1426,"LCU10B",NA
"702",1426,"MLU01A",NA
"703",1426,"MLU01B",NA
"704",1426,"MLU02A",NA
"705",1426,"MLU02B",NA
"706",1426,"MLU03A",NA
"707",1426,"MLU03B",NA
"708",1426,"MLU04A",NA
"709",1426,"MLU04B",NA
"710",1426,"MLU05A",NA
"711",1426,"MLU05B",NA
"712",1426,"MLU06A",NA
"713",1426,"MLU06B",NA
"714",1426,"MLU06Bb",NA
"715",1426,"MLU07A",NA
"716",1426,"MLU07B",NA
"717",1426,"MLU08A",NA
"718",1426,"MLU09A",NA
"719",1426,"MLU09B",NA
"720",1426,"MLU10A",NA
"721",1426,"MLU10B",NA
"722",1426,"VMU01A",NA
"723",1426,"VMU01B",NA
"724",1426,"VMU02A",NA
"725",1426,"VMU02B",NA
"726",1426,"VMU03A",NA
"727",1426,"VMU03B",NA
"728",1426,"VMU04A",NA
"729",1426,"VMU04B",NA
"730",1426,"VMU05B",NA
"731",1426,"VMU06A",NA
"732",1426,"VMU06B",NA
"733",1426,"VMU07A",NA
"734",1426,"VMU07B",NA
"735",1426,"VMU08A",NA
"736",1426,"VMU08B",NA
"737",1426,"VMU09A",NA
"738",1426,"VMU09B",NA
"739",1426,"VMU10A",NA
"740",1426,"VMU10B",NA
"741",1427,"HSU01A",NA
"742",1427,"HSU01B",NA
"743",1427,"HSU02A",NA
"744",1427,"HSU02B",NA
"745",1427,"HSU03A",NA
"746",1427,"HSU04A",NA
"747",1427,"HSU04B",NA
"748",1427,"HSU05A",NA
"749",1427,"HSU05B",NA
"750",1427,"HSU06A",NA
"751",1427,"HSU06B",NA
"752",1427,"HSU07A",NA
"753",1427,"HSU07B",NA
"754",1427,"HSU08A",NA
"755",1427,"HSU08B",NA
"756",1427,"LCU01A",0.451
"757",1427,"LCU01B",NA
"758",1427,"LCU02A",NA
"759",1427,"LCU02B",NA
"760",1427,"LCU03A",NA
"761",1427,"LCU03B",NA
"762",1427,"LCU04A",NA
"763",1427,"LCU04B",NA
"764",1427,"LCU05A",NA
"765",1427,"LCU05B",NA
"766",1427,"LCU06A",NA
"767",1427,"LCU06B",NA
"768",1427,"LCU07A",NA
"769",1427,"LCU07B",NA
"770",1427,"LCU08A",NA
"771",1427,"LCU08B",NA
"772",1427,"LCU09A",NA
"773",1427,"LCU09B",NA
"774",1427,"LCU10A",NA
"775",1427,"LCU10B",NA
"776",1427,"MLU01A",NA
"777",1427,"MLU01B",NA
"778",1427,"MLU02A",NA
"779",1427,"MLU02B",NA
"780",1427,"MLU03A",NA
"781",1427,"MLU03B",NA
"782",1427,"MLU04A",NA
"783",1427,"MLU04B",NA
"784",1427,"MLU05A",NA
"785",1427,"MLU05B",NA
"786",1427,"MLU06A",NA
"787",1427,"MLU06B",NA
"788",1427,"MLU06Bb",NA
"789",1427,"MLU07A",NA
"790",1427,"MLU07B",NA
"791",1427,"MLU08A",NA
"792",1427,"MLU09A",NA
"793",1427,"MLU09B",NA
"794",1427,"MLU10A",NA
"795",1427,"MLU10B",NA
"796",1427,"VMU01A",NA
"797",1427,"VMU01B",NA
"798",1427,"VMU02A",NA
"799",1427,"VMU02B",NA
"800",1427,"VMU03A",NA
"801",1427,"VMU03B",NA
"802",1427,"VMU04A",NA
"803",1427,"VMU04B",NA
"804",1427,"VMU05B",NA
"805",1427,"VMU06A",NA
"806",1427,"VMU06B",NA
"807",1427,"VMU07A",NA
"808",1427,"VMU07B",NA
"809",1427,"VMU08A",NA
"810",1427,"VMU08B",NA
"811",1427,"VMU09A",NA
"812",1427,"VMU09B",NA
"813",1427,"VMU10A",NA
"814",1427,"VMU10B",NA
"815",1428,"HSU01A",NA
"816",1428,"HSU01B",NA
"817",1428,"HSU02A",NA
"818",1428,"HSU02B",NA
"819",1428,"HSU03A",NA
"820",1428,"HSU04A",NA
"821",1428,"HSU04B",NA
"822",1428,"HSU05A",NA
"823",1428,"HSU05B",NA
"824",1428,"HSU06A",NA
"825",1428,"HSU06B",NA
"826",1428,"HSU07A",NA
"827",1428,"HSU07B",NA
"828",1428,"HSU08A",NA
"829",1428,"HSU08B",NA
"830",1428,"LCU01A",0.415
"831",1428,"LCU01B",NA
"832",1428,"LCU02A",NA
"833",1428,"LCU02B",NA
"834",1428,"LCU03A",NA
"835",1428,"LCU03B",NA
"836",1428,"LCU04A",NA
"837",1428,"LCU04B",NA
"838",1428,"LCU05A",NA
"839",1428,"LCU05B",NA
"840",1428,"LCU06A",NA
"841",1428,"LCU06B",NA
"842",1428,"LCU07A",NA
"843",1428,"LCU07B",NA
"844",1428,"LCU08A",NA
"845",1428,"LCU08B",NA
"846",1428,"LCU09A",NA
"847",1428,"LCU09B",NA
"848",1428,"LCU10A",NA
"849",1428,"LCU10B",NA
"850",1428,"MLU01A",NA
"851",1428,"MLU01B",NA
"852",1428,"MLU02A",NA
"853",1428,"MLU02B",NA
"854",1428,"MLU03A",NA
"855",1428,"MLU03B",NA
"856",1428,"MLU04A",NA
"857",1428,"MLU04B",NA
"858",1428,"MLU05A",NA
"859",1428,"MLU05B",NA
"860",1428,"MLU06A",NA
"861",1428,"MLU06B",NA
"862",1428,"MLU06Bb",NA
"863",1428,"MLU07A",NA
"864",1428,"MLU07B",NA
"865",1428,"MLU08A",NA
"866",1428,"MLU09A",NA
"867",1428,"MLU09B",NA
"868",1428,"MLU10A",NA
"869",1428,"MLU10B",NA
"870",1428,"VMU01A",NA
